PlantID,PlantCharacteristicName,PlantCharacteristicValue,PlantCharacteristicCategory,CultivarName,SynonymName
74975,Flower Color,White,Morphology/Physiology,,
74975,Flower Color,White,Morphology/Physiology,Winter Red,
74975,Flower Conspicuous,No,Morphology/Physiology,,
74975,Flower Conspicuous,No,Morphology/Physiology,Winter Red,
74975,Foliage Color,Green,Morphology/Physiology,,
74975,Foliage Color,Green,Morphology/Physiology,Winter Red,
74975,Foliage Porosity Summer,Dense,Morphology/Physiology,,
74975,Foliage Porosity Summer,Dense,Morphology/Physiology,Winter Red,
74975,Foliage Porosity Winter,Moderate,Morphology/Physiology,,
74975,Foliage Porosity Winter,Moderate,Morphology/Physiology,Winter Red,
74975,Foliage Texture,Coarse,Morphology/Physiology,,
74975,Foliage Texture,Coarse,Morphology/Physiology,Winter Red,
74975,Fruit/Seed Color,Red,Morphology/Physiology,,
74975,Fruit/Seed Color,Red,Morphology/Physiology,Winter Red,
74975,Fruit/Seed Conspicuous,Yes,Morphology/Physiology,,
74975,Fruit/Seed Conspicuous,Yes,Morphology/Physiology,Winter Red,
74975,Growth Form,Multiple Stem,Morphology/Physiology,,
74975,Growth Form,Multiple Stem,Morphology/Physiology,Winter Red,
74975,Growth Rate,Moderate,Morphology/Physiology,,
74975,Growth Rate,Moderate,Morphology/Physiology,Winter Red,
74975,"Height at 20 Years, Maximum (feet)",6,Morphology/Physiology,,
74975,"Height at 20 Years, Maximum (feet)",6,Morphology/Physiology,Winter Red,
74975,"Height, Mature (feet)",10.0,Morphology/Physiology,,
74975,"Height, Mature (feet)",9.0,Morphology/Physiology,Winter Red,
74975,Known Allelopath,No,Morphology/Physiology,,
74975,Known Allelopath,No,Morphology/Physiology,Winter Red,
74975,Leaf Retention,No,Morphology/Physiology,,
74975,Leaf Retention,No,Morphology/Physiology,Winter Red,
74975,Lifespan,Moderate,Morphology/Physiology,,
74975,Lifespan,Moderate,Morphology/Physiology,Winter Red,
74975,Low Growing Grass,No,Morphology/Physiology,,
74975,Low Growing Grass,No,Morphology/Physiology,Winter Red,
74975,Nitrogen Fixation,None,Morphology/Physiology,,
74975,Nitrogen Fixation,None,Morphology/Physiology,Winter Red,
74975,Resprout Ability,Yes,Morphology/Physiology,,
74975,Resprout Ability,Yes,Morphology/Physiology,Winter Red,
74975,Shape and Orientation,Climbing,Morphology/Physiology,,
74975,Shape and Orientation,Climbing,Morphology/Physiology,Winter Red,
74975,Toxicity,None,Morphology/Physiology,,
74975,Toxicity,None,Morphology/Physiology,Winter Red,
74975,Adapted to Coarse Textured Soils,No,Growth Requirements,,
74975,Adapted to Coarse Textured Soils,No,Growth Requirements,Winter Red,
74975,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
74975,Adapted to Fine Textured Soils,Yes,Growth Requirements,Winter Red,
74975,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
74975,Adapted to Medium Textured Soils,Yes,Growth Requirements,Winter Red,
74975,Anaerobic Tolerance,Low,Growth Requirements,,
74975,Anaerobic Tolerance,Low,Growth Requirements,Winter Red,
74975,CaCO3 Tolerance,Low,Growth Requirements,,
74975,CaCO3 Tolerance,Low,Growth Requirements,Winter Red,
74975,Cold Stratification Required,Yes,Growth Requirements,,
74975,Cold Stratification Required,Yes,Growth Requirements,Winter Red,
74975,Drought Tolerance,Low,Growth Requirements,,
74975,Drought Tolerance,Low,Growth Requirements,Winter Red,
74975,Fertility Requirement,Medium,Growth Requirements,,
74975,Fertility Requirement,Medium,Growth Requirements,Winter Red,
74975,Fire Tolerance,Low,Growth Requirements,,
74975,Fire Tolerance,Low,Growth Requirements,Winter Red,
74975,"Frost Free Days, Minimum",140,Growth Requirements,,
74975,"Frost Free Days, Minimum",140,Growth Requirements,Winter Red,
74975,Hedge Tolerance,Low,Growth Requirements,,
74975,Hedge Tolerance,Low,Growth Requirements,Winter Red,
74975,Moisture Use,High,Growth Requirements,,
74975,Moisture Use,High,Growth Requirements,Winter Red,
74975,"pH, Maximum",7.5,Growth Requirements,,
74975,"pH, Maximum",7.5,Growth Requirements,Winter Red,
74975,"pH, Minimum",4.5,Growth Requirements,,
74975,"pH, Minimum",4.5,Growth Requirements,Winter Red,
74975,"Planting Density per Acre, Maximum",2700,Growth Requirements,,
74975,"Planting Density per Acre, Maximum",2700,Growth Requirements,Winter Red,
74975,"Planting Density per Acre, Minimum",700,Growth Requirements,,
74975,"Planting Density per Acre, Minimum",700,Growth Requirements,Winter Red,
74975,"Precipitation, Maximum",60,Growth Requirements,,
74975,"Precipitation, Maximum",60,Growth Requirements,Winter Red,
74975,"Precipitation, Minimum",35,Growth Requirements,,
74975,"Precipitation, Minimum",35,Growth Requirements,Winter Red,
74975,"Root Depth, Minimum (inches)",16,Growth Requirements,,
74975,"Root Depth, Minimum (inches)",16,Growth Requirements,Winter Red,
74975,Salinity Tolerance,None,Growth Requirements,,
74975,Salinity Tolerance,None,Growth Requirements,Winter Red,
74975,Shade Tolerance,Intermediate,Growth Requirements,,
74975,Shade Tolerance,Intermediate,Growth Requirements,Winter Red,
74975,"Temperature, Minimum (°F)",-28,Growth Requirements,,
74975,"Temperature, Minimum (°F)",-33,Growth Requirements,Winter Red,
74975,Bloom Period,Late Spring,Reproduction,,
74975,Bloom Period,Late Spring,Reproduction,Winter Red,
74975,Commercial Availability,Routinely Available,Reproduction,,
74975,Commercial Availability,Routinely Available,Reproduction,Winter Red,
74975,Fruit/Seed Abundance,High,Reproduction,,
74975,Fruit/Seed Abundance,High,Reproduction,Winter Red,
74975,Fruit/Seed Period Begin,Summer,Reproduction,,
74975,Fruit/Seed Period Begin,Summer,Reproduction,Winter Red,
74975,Fruit/Seed Period End,Fall,Reproduction,,
74975,Fruit/Seed Period End,Fall,Reproduction,Winter Red,
74975,Fruit/Seed Persistence,Yes,Reproduction,,
74975,Fruit/Seed Persistence,Yes,Reproduction,Winter Red,
74975,Propagated by Bare Root,Yes,Reproduction,,
74975,Propagated by Bare Root,Yes,Reproduction,Winter Red,
74975,Propagated by Bulb,No,Reproduction,,
74975,Propagated by Bulb,No,Reproduction,Winter Red,
74975,Propagated by Container,Yes,Reproduction,,
74975,Propagated by Container,Yes,Reproduction,Winter Red,
74975,Propagated by Corm,No,Reproduction,,
74975,Propagated by Corm,No,Reproduction,Winter Red,
74975,Propagated by Cuttings,No,Reproduction,,
74975,Propagated by Cuttings,Yes,Reproduction,Winter Red,
74975,Propagated by Seed,Yes,Reproduction,,
74975,Propagated by Seed,Yes,Reproduction,Winter Red,
74975,Propagated by Sod,No,Reproduction,,
74975,Propagated by Sod,No,Reproduction,Winter Red,
74975,Propagated by Sprigs,No,Reproduction,,
74975,Propagated by Sprigs,No,Reproduction,Winter Red,
74975,Propagated by Tubers,No,Reproduction,,
74975,Propagated by Tubers,No,Reproduction,Winter Red,
74975,Seed per Pound,92000,Reproduction,,
74975,Seed per Pound,92000,Reproduction,Winter Red,
74975,Seed Spread Rate,Slow,Reproduction,,
74975,Seed Spread Rate,Slow,Reproduction,Winter Red,
74975,Seedling Vigor,Low,Reproduction,,
74975,Seedling Vigor,Low,Reproduction,Winter Red,
74975,Small Grain,No,Reproduction,,
74975,Small Grain,No,Reproduction,Winter Red,
74975,Vegetative Spread Rate,None,Reproduction,,
74975,Vegetative Spread Rate,None,Reproduction,Winter Red,
74975,Berry/Nut/Seed Product,No,Suitability/Use,,
74975,Berry/Nut/Seed Product,No,Suitability/Use,Winter Red,
74975,Christmas Tree Product,No,Suitability/Use,,
74975,Christmas Tree Product,No,Suitability/Use,Winter Red,
74975,Fodder Product,No,Suitability/Use,,
74975,Fodder Product,No,Suitability/Use,Winter Red,
74975,Lumber Product,No,Suitability/Use,,
74975,Lumber Product,No,Suitability/Use,Winter Red,
74975,Naval Store Product,No,Suitability/Use,,
74975,Naval Store Product,No,Suitability/Use,Winter Red,
74975,Nursery Stock Product,Yes,Suitability/Use,,
74975,Nursery Stock Product,Yes,Suitability/Use,Winter Red,
74975,Palatable Browse Animal,Low,Suitability/Use,,
74975,Palatable Browse Animal,Low,Suitability/Use,Winter Red,
74975,Palatable Graze Animal,Low,Suitability/Use,,
74975,Palatable Graze Animal,Low,Suitability/Use,Winter Red,
74975,Palatable Human,No,Suitability/Use,,
74975,Palatable Human,No,Suitability/Use,Winter Red,
74975,Post Product,No,Suitability/Use,,
74975,Post Product,No,Suitability/Use,Winter Red,
74975,Protein Potential,Low,Suitability/Use,,
74975,Protein Potential,Low,Suitability/Use,Winter Red,
74975,Pulpwood Product,No,Suitability/Use,,
74975,Pulpwood Product,No,Suitability/Use,Winter Red,
74975,Veneer Product,No,Suitability/Use,,
74975,Veneer Product,No,Suitability/Use,Winter Red,
26541,Active Growth Period,Spring and Summer,Morphology/Physiology,,
26541,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
26541,Bloat,None,Morphology/Physiology,,
26541,C:N Ratio,High,Morphology/Physiology,,
26541,Coppice Potential,No,Morphology/Physiology,,
26541,Fall Conspicuous,No,Morphology/Physiology,,
26541,Fire Resistant,No,Morphology/Physiology,,
26541,Flower Color,Purple,Morphology/Physiology,,
26541,Flower Conspicuous,No,Morphology/Physiology,,
26541,Foliage Color,Green,Morphology/Physiology,,
26541,Foliage Porosity Summer,Porous,Morphology/Physiology,,
26541,Foliage Porosity Winter,Porous,Morphology/Physiology,,
26541,Foliage Texture,Medium,Morphology/Physiology,,
26541,Fruit/Seed Color,Brown,Morphology/Physiology,,
26541,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
26541,Growth Form,Bunch,Morphology/Physiology,,
26541,Growth Rate,Moderate,Morphology/Physiology,,
26541,"Height, Mature (feet)",3.0,Morphology/Physiology,,
26541,Known Allelopath,No,Morphology/Physiology,,
26541,Leaf Retention,No,Morphology/Physiology,,
26541,Lifespan,Moderate,Morphology/Physiology,,
26541,Low Growing Grass,No,Morphology/Physiology,,
26541,Nitrogen Fixation,None,Morphology/Physiology,,
26541,Resprout Ability,No,Morphology/Physiology,,
26541,Shape and Orientation,Erect,Morphology/Physiology,,
26541,Toxicity,None,Morphology/Physiology,,
26541,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
26541,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
26541,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
26541,Anaerobic Tolerance,High,Growth Requirements,,
26541,CaCO3 Tolerance,Medium,Growth Requirements,,
26541,Cold Stratification Required,No,Growth Requirements,,
26541,Drought Tolerance,Low,Growth Requirements,,
26541,Fertility Requirement,Medium,Growth Requirements,,
26541,Fire Tolerance,High,Growth Requirements,,
26541,"Frost Free Days, Minimum",80,Growth Requirements,,
26541,Hedge Tolerance,None,Growth Requirements,,
26541,Moisture Use,High,Growth Requirements,,
26541,"pH, Maximum",7.2,Growth Requirements,,
26541,"pH, Minimum",4.4,Growth Requirements,,
26541,"Planting Density per Acre, Maximum",2700,Growth Requirements,,
26541,"Planting Density per Acre, Minimum",1700,Growth Requirements,,
26541,"Precipitation, Maximum",55,Growth Requirements,,
26541,"Precipitation, Minimum",16,Growth Requirements,,
26541,"Root Depth, Minimum (inches)",12,Growth Requirements,,
26541,Salinity Tolerance,None,Growth Requirements,,
26541,Shade Tolerance,Intermediate,Growth Requirements,,
26541,"Temperature, Minimum (°F)",-33,Growth Requirements,,
26541,Bloom Period,Spring,Reproduction,,
26541,Commercial Availability,Routinely Available,Reproduction,,
26541,Fruit/Seed Abundance,Medium,Reproduction,,
26541,Fruit/Seed Period Begin,Summer,Reproduction,,
26541,Fruit/Seed Period End,Summer,Reproduction,,
26541,Fruit/Seed Persistence,No,Reproduction,,
26541,Propagated by Bare Root,Yes,Reproduction,,
26541,Propagated by Bulb,No,Reproduction,,
26541,Propagated by Container,No,Reproduction,,
26541,Propagated by Corm,No,Reproduction,,
26541,Propagated by Cuttings,No,Reproduction,,
26541,Propagated by Seed,Yes,Reproduction,,
26541,Propagated by Sod,No,Reproduction,,
26541,Propagated by Sprigs,Yes,Reproduction,,
26541,Propagated by Tubers,No,Reproduction,,
26541,Seed Spread Rate,Slow,Reproduction,,
26541,Seedling Vigor,Medium,Reproduction,,
26541,Small Grain,No,Reproduction,,
26541,Vegetative Spread Rate,None,Reproduction,,
26541,Berry/Nut/Seed Product,No,Suitability/Use,,
26541,Christmas Tree Product,No,Suitability/Use,,
26541,Fodder Product,Yes,Suitability/Use,,
26541,Lumber Product,No,Suitability/Use,,
26541,Naval Store Product,No,Suitability/Use,,
26541,Nursery Stock Product,No,Suitability/Use,,
26541,Palatable Browse Animal,Low,Suitability/Use,,
26541,Palatable Graze Animal,Low,Suitability/Use,,
26541,Palatable Human,No,Suitability/Use,,
26541,Post Product,No,Suitability/Use,,
26541,Protein Potential,Low,Suitability/Use,,
26541,Pulpwood Product,No,Suitability/Use,,
26541,Veneer Product,No,Suitability/Use,,
70684,Active Growth Period,Spring,Morphology/Physiology,,
70684,Bloat,None,Morphology/Physiology,,
70684,C:N Ratio,High,Morphology/Physiology,,
70684,Coppice Potential,Yes,Morphology/Physiology,,
70684,Fall Conspicuous,No,Morphology/Physiology,,
70684,Fire Resistant,No,Morphology/Physiology,,
70684,Flower Color,Yellow,Morphology/Physiology,,
70684,Flower Conspicuous,No,Morphology/Physiology,,
70684,Foliage Color,Green,Morphology/Physiology,,
70684,Foliage Porosity Summer,Porous,Morphology/Physiology,,
70684,Foliage Porosity Winter,Porous,Morphology/Physiology,,
70684,Foliage Texture,Medium,Morphology/Physiology,,
70684,Fruit/Seed Color,Brown,Morphology/Physiology,,
70684,Fruit/Seed Conspicuous,Yes,Morphology/Physiology,,
70684,Growth Form,Single Stem,Morphology/Physiology,,
70684,Growth Rate,Rapid,Morphology/Physiology,,
70684,"Height at 20 Years, Maximum (feet)",35,Morphology/Physiology,,
70684,"Height, Mature (feet)",100.0,Morphology/Physiology,,
70684,Known Allelopath,Yes,Morphology/Physiology,,
70684,Leaf Retention,No,Morphology/Physiology,,
70684,Lifespan,Moderate,Morphology/Physiology,,
70684,Low Growing Grass,No,Morphology/Physiology,,
70684,Nitrogen Fixation,None,Morphology/Physiology,,
70684,Resprout Ability,Yes,Morphology/Physiology,,
70684,Shape and Orientation,Erect,Morphology/Physiology,,
70684,Toxicity,Slight,Morphology/Physiology,,
70684,Adapted to Coarse Textured Soils,No,Growth Requirements,,
70684,Adapted to Fine Textured Soils,No,Growth Requirements,,
70684,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
70684,Anaerobic Tolerance,None,Growth Requirements,,
70684,CaCO3 Tolerance,High,Growth Requirements,,
70684,Cold Stratification Required,No,Growth Requirements,,
70684,Drought Tolerance,Low,Growth Requirements,,
70684,Fertility Requirement,High,Growth Requirements,,
70684,Fire Tolerance,High,Growth Requirements,,
70684,"Frost Free Days, Minimum",170,Growth Requirements,,
70684,Hedge Tolerance,None,Growth Requirements,,
70684,Moisture Use,High,Growth Requirements,,
70684,"pH, Maximum",8.2,Growth Requirements,,
70684,"pH, Minimum",4.6,Growth Requirements,,
70684,"Planting Density per Acre, Maximum",800,Growth Requirements,,
70684,"Planting Density per Acre, Minimum",100,Growth Requirements,,
70684,"Precipitation, Maximum",60,Growth Requirements,,
70684,"Precipitation, Minimum",30,Growth Requirements,,
70684,"Root Depth, Minimum (inches)",40,Growth Requirements,,
70684,Salinity Tolerance,None,Growth Requirements,,
70684,Shade Tolerance,Intolerant,Growth Requirements,,
70684,"Temperature, Minimum (°F)",-28,Growth Requirements,,
70684,Bloom Period,Late Spring,Reproduction,,
70684,Commercial Availability,Routinely Available,Reproduction,,
70684,Fruit/Seed Abundance,Low,Reproduction,,
70684,Fruit/Seed Period Begin,Fall,Reproduction,,
70684,Fruit/Seed Period End,Fall,Reproduction,,
70684,Fruit/Seed Persistence,No,Reproduction,,
70684,Propagated by Bare Root,Yes,Reproduction,,
70684,Propagated by Bulb,No,Reproduction,,
70684,Propagated by Container,Yes,Reproduction,,
70684,Propagated by Corm,No,Reproduction,,
70684,Propagated by Cuttings,Yes,Reproduction,,
70684,Propagated by Seed,Yes,Reproduction,,
70684,Propagated by Sod,No,Reproduction,,
70684,Propagated by Sprigs,No,Reproduction,,
70684,Propagated by Tubers,No,Reproduction,,
70684,Seed per Pound,40,Reproduction,,
70684,Seed Spread Rate,Slow,Reproduction,,
70684,Seedling Vigor,High,Reproduction,,
70684,Small Grain,No,Reproduction,,
70684,Vegetative Spread Rate,None,Reproduction,,
70684,Berry/Nut/Seed Product,Yes,Suitability/Use,,
70684,Christmas Tree Product,No,Suitability/Use,,
70684,Fodder Product,No,Suitability/Use,,
70684,Fuelwood Product,High,Suitability/Use,,
70684,Lumber Product,Yes,Suitability/Use,,
70684,Naval Store Product,No,Suitability/Use,,
70684,Nursery Stock Product,Yes,Suitability/Use,,
70684,Palatable Browse Animal,Low,Suitability/Use,,
70684,Palatable Graze Animal,Low,Suitability/Use,,
70684,Palatable Human,Yes,Suitability/Use,,
70684,Post Product,No,Suitability/Use,,
70684,Protein Potential,Low,Suitability/Use,,
70684,Pulpwood Product,No,Suitability/Use,,
70684,Veneer Product,Yes,Suitability/Use,,
26572,Active Growth Period,Spring and Summer,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,After Harvest Regrowth Rate,Moderate,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,Bloat,None,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,C:N Ratio,Medium,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,Coppice Potential,No,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,Fall Conspicuous,No,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,Fire Resistant,No,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,Flower Color,Brown,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,Flower Conspicuous,No,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,Foliage Color,Green,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,Foliage Porosity Summer,Dense,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,Foliage Porosity Winter,Porous,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,Foliage Texture,Fine,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,Fruit/Seed Color,Brown,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
26572,Fruit/Seed Conspicuous,No,Morphology/Physiology,,<i>Juncus balticus</i> Willd.
